319,The Breadwinner,GK,"$309,736",43,"$17,395",3,11/17,-
320,ITTEFAQ,Yash,"$298,032",67,"$298,032",67,11/3,11/5
321,Buddies in India,CL,"$293,194",55,"$181,705",55,1/27,2/15
322,In the Fade,Magn.,"$288,485",35,"$10,455",3,12/27,-
323,Happy End,SPC,"$285,532",20,"$23,091",3,12/22,-
324,I Do... Until I Don't,TFA,"$280,668",165,"$170,775",165,9/1,9/21
325,After the Storm,FM,"$272,132",38,"$27,880",6,3/17,8/31
326,Stalker (2017 re-release),Jan.,"$269,881",6,"$20,540",1,5/5,-
327,Wakefield,IFC,"$262,599",30,"$11,299",1,5/19,7/20
328,"I, Daniel Blake",IFC,"$260,354",45,"$18,682",12,6/2,7/20
329,Cezanne et moi,Magn.,"$257,597",29,"$15,744",2,3/31,6/29
330,Dean,CBS,"$254,536",83,"$60,366",15,6/2,6/29
331,The Fortress,CJ,"$252,895",27,N/A,N/A,10/6,11/5
332,Gook,Gold.,"$250,130",27,"$27,044",2,8/18,10/12
333,Sarkar 3,Eros,"$249,588",107,"$164,364",107,5/12,5/25
334,Band Aid,IFC,"$248,370",35,"$29,013",3,6/2,8/3
335,Black Butler: Book of the Atlantic,FUN,"$248,286",187,N/A,N/A,6/12,6/15
336,The Swindlers,WGUSA,"$241,916",27,"$82,818",27,12/1,-
337,The Ottoman Lieutenant,Pala.,"$240,978",216,"$149,830",216,3/10,3/23
338,Crown Heights,IFC,"$238,558",91,"$30,173",3,8/18,10/5
339,American Satan,Sumerian,"$237,708",55,"$135,378",55,10/13,11/9
340,Little Shop of Horrors: The Director's Cut,Fathom,"$233,865",511,"$156,288",511,10/27,11/2
341,Jeremiah Tower,Orch.,"$228,153",33,"$20,268",2,4/21,6/29
342,Rumble: The Indians Who Rocked The World,KL,"$226,006",22,N/A,N/A,5/18,12/7
343,California Typewriter,Grav.,"$218,563",20,"$5,031",1,8/18,11/19
344,Railroad Tigers,WGUSA,"$218,044",43,"$116,211",43,1/6,2/2
345,All I See is You,ORF,"$217,644",283,"$144,076",283,10/27,11/9
346,The Adventurers,WGUSA,"$216,556",17,"$68,614",17,8/18,9/28
347,Truman,FR,"$210,840",22,"$18,258",3,4/7,6/22
348,Donnie Darko (2017 Re-Release),Arrow,"$207,971",21,"$57,259",21,3/31,-
349,The Prison,WGUSA,"$207,481",23,"$80,376",23,3/31,5/4
350,Risk,Neon,"$200,219",45,"$76,327",34,5/5,7/6
351,Spark: A Space Tail,ORF,"$196,458",365,"$116,873",365,4/14,4/27
352,Big Sonia,Argo.,"$184,358",4,"$4,398",1,11/17,-
353,The Other Side of Hope,Jan.,"$183,943",11,"$15,495",3,12/1,-
354,Whose Streets?,Magn.,"$182,799",39,"$43,804",24,8/11,10/5
355,The Bad Batch,Neon,"$180,851",46,"$89,111",30,6/23,7/27
356,Marjorie Prime,FR,"$180,608",12,"$20,668",6,8/18,11/2
357,Past Life,Orion,"$180,099",23,"$14,960",4,6/2,7/27
358,Take Every Wave: The Life of Liard Hamilton,IFC,"$176,076",31,"$12,636",1,9/29,11/16
359,Graduation,IFC,"$175,975",36,"$10,305",2,4/7,6/11
360,Champion,AAE,"$175,232",31,"$108,591",31,5/19,7/9
361,Mr. Gaga: A True Story of Love and Dance,Abr.,"$173,994",8,"$25,354",2,2/1,4/30
362,In This Corner of the World,FUN,"$172,147",20,"$24,205",6,8/11,9/14
363,David Lynch: The Art Life,Jan.,"$171,419",8,"$10,823",1,3/31,6/25
364,9/11,ADC,"$170,000",425,"$170,000",425,9/8,9/10
365,Valley of Bones,SG,"$168,738",300,"$107,393",300,9/1,9/21
366,Polina,Osci.,"$165,203",31,"$12,588",2,8/25,10/26
367,13 Minutes,SPC,"$161,531",19,"$11,750",3,6/30,10/12
368,Manifesto (2017),FR,"$161,101",10,"$9,628",1,5/10,8/20
369,Ex Libris: The New York Public Library,Zipp.,"$158,192",15,"$10,926",1,9/13,-
370,3 Generations,Wein.,"$155,936",37,"$105,215",6,5/5,5/25
371,The Journey,IFC,"$155,475",26,"$32,895",2,6/16,8/3
372,Endless Poetry,Abk.,"$153,440",18,"$28,591",2,7/14,8/6
373,The Void,Scre.,"$151,042",31,"$50,026",31,4/7,6/1
374,The Unknown Girl,IFC,"$150,549",28,"$13,477",2,9/8,11/2
375,Blade of the Immortal,Magn.,"$150,532",31,"$49,569",30,11/3,12/14
376,Chavela,MBox,"$148,666",14,"$22,453",4,10/4,1/28
377,Restless Creature: Wendy Whelan,Abr.,"$147,780",8,"$19,879",2,5/23,8/13
378,Thelma,Orch.,"$147,112",39,"$10,841",1,11/10,-
379,The Last Dalai Lama?,Mats.,"$145,524",18,"$9,786",4,7/7,-
380,Irving Berlin's Holiday Inn The Broadway,Fathom,"$144,550",395,N/A,N/A,11/16,11/16
381,Lupin the Third: The Castle of Cagliostro (2017 re-release),Elev.,"$142,425",571,N/A,N/A,9/8,-
382,"Hare Krishna! The Mantra, the Movement and the Swami Who Started it All",Abr.,"$133,006",54,"$22,310",1,6/16,9/21
383,Moka,FM,"$129,547",18,"$10,094",1,6/14,10/26
384,I Called Him Morgan,SD,"$128,986",11,"$12,902",1,3/24,8/24
385,City of Ghosts,IFC,"$128,015",18,"$13,601",2,7/7,9/7
386,Marie Curie: The Courage of Knowledge,Society,"$127,986",11,"$18,600",6,6/30,8/24
387,The B-Side: Elsa Dorfman's Portrait Photography,Neon,"$125,227",25,"$12,035",3,6/30,8/10
388,The Thousand Faces Of Dunjia,WGUSA,"$124,187",27,"$57,837",27,12/15,-
389,Buena Vista Social Club: Adios,BG,"$123,445",80,"$64,469",80,5/26,6/9
390,Explosion,CL,"$122,700",34,"$55,307",33,11/24,12/14
391,BPM (Beats Per Minute),Orch.,"$118,384",20,"$8,566",2,10/20,-
392,Our Time Will Come,CL,"$114,560",18,"$50,619",18,7/7,8/3
393,"We Love You, Sally Carmichael!",Purd.,"$113,435",11,"$30,951",7,8/4,10/5
394,Abacus: Small Enough to Jail,PBS,"$113,278",8,"$12,528",1,5/19,8/6
395,The King's Choice,Gold.,"$113,231",10,"$7,850",2,9/22,11/19
396,Slack Bay,KL,"$112,621",7,N/A,N/A,3/10,10/5
397,The Trouble with Terkel (2017),Indic.,"$110,289",12,"$32,784",12,2/3,-
398,Reset (Ni Shi Ying Jiu),WGUSA,"$108,970",20,"$54,276",20,6/30,7/20
399,Like Crazy (2017),Strand,"$107,362",13,"$5,799",2,5/5,-
400,Fabricated City,CJ,"$104,874",7,"$24,808",7,2/24,3/19
Totals:,"$11,076,670,784",-,-,-,-,-
Averages:,"$15,257,122",-,-,-,-,-
401,Bolshoi Ballet: Hero of our Time,Fathom,"$104,837",401,"$104,837",401,4/9,4/9
402,Walking Out,IFC,"$101,947",32,"$5,462",2,10/5,11/19
403,The Lure,Jan.,"$101,657",7,"$7,370",1,2/1,5/4
404,Score: A Film Music Documentary,Grav.,"$101,382",8,"$8,088",1,6/16,11/30
405,Some Like It Hot (Qing Shung),CL,"$100,026",10,"$42,230",10,1/13,2/2
406,Munna Michael,Eros,"$99,629",75,"$64,949",75,7/21,7/27
407,Aida's Secrets,MBox,"$98,468",9,"$5,665",1,10/20,1/28
408,"Tim Timmerman, Hope of America",Purd.,"$97,727",12,"$50,604",12,3/2,4/26
409,Poster Boys,Sony,"$97,049",50,"$51,264",50,9/8,9/21
410,The Mayor,WGUSA,"$96,777",29,"$47,128",29,4/28,5/25
411,The Fencer,CFI,"$95,952",7,"$5,572",2,7/21,-
412,Keep Watching,SGem,"$94,178",805,N/A,N/A,10/31,10/31
413,Memoir of a Murderer,WGUSA,"$91,335",8,"$27,665",8,9/8,10/19
414,The King's Case Note,CJ,"$90,959",7,"$8,462",2,4/28,6/15
415,Because of Gracia,AAE,"$90,878",32,"$52,171",32,9/15,10/12
416,Dina,Orch.,"$90,503",24,"$6,015",1,10/6,11/23
417,Night of the Living Dead (2017 4k Restoration),Jan.,"$89,029",8,"$5,452",1,10/13,11/9
418,Warriors of the Dawn,FIP,"$84,532",32,"$41,959",32,6/16,6/29
419,Chapter & Verse,Pala.,"$84,147",5,"$31,331",1,2/3,3/19
420,Earth: One Amazing Day,BBC,"$81,345",70,"$45,480",70,10/6,10/19
421,The Nile Hilton Incident,Strand,"$81,089",9,"$8,183",2,8/11,11/9
422,Stefan Zweig: Farewell to Europe,FRun,"$78,372",4,"$11,729",1,5/12,6/29
423,Harold and Lillian: A Hollywood Love Story,Zeit.,"$78,301",6,"$3,510",2,4/28,-
424,Pop Aye,KL,"$77,976",5,"$3,598",1,6/28,10/26
425,Bill Nye: Science Guy,PBS,"$74,909",9,"$7,005",1,10/27,-
426,Te Ata,Pala.,"$73,236",43,"$28,640",14,9/29,10/26
427,Buster's Mal Heart,WGUSA,"$73,121",18,"$7,137",1,4/28,7/13
428,The Divine Order,Zeit.,"$72,008",9,N/A,N/A,10/27,-
429,Turn It Around: The Story of East Bay Punk,Abr.,"$69,787",3,"$5,211",1,7/28,9/21
430,My Entire High School Sinking Into the Sea,GK,"$68,883",25,"$13,684",3,4/14,5/25
431,Alive and Kicking,Magn.,"$68,485",11,"$12,201",11,4/7,6/22
432,Architects of Denial,Da.,"$65,424",11,"$58,472",11,10/6,10/12
433,The Teacher,FM,"$64,437",5,"$15,091",5,8/30,12/7
434,I Can Speak,CJ,"$63,239",2,N/A,N/A,9/22,10/19
435,Tomorrow,UTMW,"$62,511",20,"$1,480",1,3/10,-
436,The Tiger Hunter,Shout!,"$62,398",42,N/A,42,9/22,10/12
437,Tragedy Girls,G&S,"$61,899",22,"$12,125",2,10/20,12/17
438,Donald Cried,Orch.,"$61,406",17,"$7,977",2,3/3,5/18
439,Worlds Apart,CLS,"$60,298",2,"$16,353",1,1/13,2/16
440,Manolo: The Boy Who Made Shoes for Lizards,MBox,"$60,056",11,"$8,186",3,9/15,11/30
441,The Force (2017),KL,"$59,912",5,N/A,N/A,7/14,11/16
442,Bang! The Bert Berns Story,Abr.,"$59,299",5,"$3,923",1,4/26,6/11
443,The Sacrifice (2017 re-release),KL,"$58,248",4,"$4,696",1,10/20,-
444,Il Boom (2017 re-release),Rialto,"$57,962",2,"$8,164",1,6/16,11/30
445,The Paris Opera,FM,"$55,482",9,"$7,709",4,10/18,-
446,Extraordinary Mission,Crimson,"$54,174",20,"$28,649",20,4/7,4/20
447,God of War,WGUSA,"$53,496",27,"$23,912",27,6/2,6/29
448,My Journey Through French Cinema,Cohen,"$52,214",4,"$10,636",3,6/23,8/16
449,Beautiful Accident,CL,"$51,766",15,"$25,801",15,6/2,6/18
450,Tickling Giants,Sarkasmos,"$51,499",17,"$8,159",1,3/17,-
451,The Ornithologist,Strand,"$50,511",6,"$6,132",2,6/23,9/14
452,Keep Quiet,KL,"$50,451",3,"$6,500",1,2/17,5/4
453,Person To Person,Magn.,"$48,499",13,"$11,852",3,7/28,9/14
454,Napping Princess,GK,"$48,198",22,"$10,865",14,9/8,10/5
455,Saving Banksy,PDF,"$47,965",6,"$1,317",1,1/13,4/30
456,Quest (2017),FRun,"$47,807",3,"$6,591",1,12/1,-
457,From the Land of the Moon,IFC,"$47,748",10,"$4,473",2,7/28,8/31
458,So B. It,Good Deed,"$47,627",22,"$7,455",2,10/6,11/9
459,Twenty Two,CL,"$46,796",11,"$22,222",11,9/8,9/24
460,Panique (2017 re-release),Rialto,"$46,041",3,"$7,062",1,1/20,-
461,Maurice (2017 reissue),Cohen,"$45,926",4,"$6,972",1,5/19,7/2
462,"Leon Morin, Priest (2017 re-release)",Rialto,"$44,511",2,"$11,462",1,5/12,10/15
463,Just One Drop,Gathr,"$43,726",6,N/A,N/A,9/22,-
464,Hermia & Helena,KL,"$43,152",4,"$12,986",2,5/26,11/2
465,Bluebeard,WGUSA,"$43,144",14,"$21,234",14,3/17,3/30
466,The Death of Louis XIV,CGld,"$43,113",6,"$8,002",1,3/31,7/13
467,Woodshock,A24,"$42,603",39,"$12,247",3,9/22,10/12
468,One Week and a Day,Osci.,"$41,614",16,"$6,833",3,4/28,6/29
469,The Settlers (2017),Mats.,"$41,562",6,N/A,N/A,3/3,-
470,Karl Marx City,B360,"$41,072",4,N/A,N/A,3/29,5/4
471,Unrest,INDEP,"$40,081",8,"$10,607",1,9/22,10/12
472,Birdboy: The Forgotten Children,GK,"$38,786",9,"$5,849",4,12/15,-
473,The Commune,Magn.,"$38,737",13,"$9,249",7,5/19,6/29
474,I am the Blues,FM,"$37,849",5,"$5,105",4,7/12,9/28
475,78/52: Hitchcock's Shower Scene,IFC,"$37,664",22,"$3,738",1,10/13,11/16
476,A Woman's Life,KL,"$37,626",4,"$11,483",2,5/5,8/3
477,School Life,Magn.,"$37,381",13,"$2,332",1,9/8,10/26
478,Heart Blackened,CJ,"$37,047",2,N/A,2,11/10,12/7
479,On the Beach at Night Alone,CGld,"$35,405",3,"$7,594",1,11/17,-
480,The Crime of Monsieur Lange (2017 re-release),Rialto,"$35,330",3,"$9,633",1,11/17,-
481,Growing Up Smith,Good Deed,"$35,312",12,"$14,867",5,2/3,2/16
482,Rat Film,CGld,"$35,195",4,"$7,793",2,9/15,-
483,Sophie and the Rising Sun,Mont.,"$34,630",8,N/A,N/A,1/20,4/20
484,Le Trou (2017 re-release),Rialto,"$34,588",3,"$6,756",1,6/28,9/28
485,Dave Made a Maze,Grav.,"$34,117",17,"$17,135",17,8/18,9/7
486,Afterimage,FM,"$33,443",6,"$5,832",1,5/19,8/17
487,WASTED! The Story of Food Waste,Super,"$33,211",11,"$17,189",11,10/13,10/26
488,Love & Taxes,Abr.,"$33,150",4,"$1,698",1,3/3,4/13
489,Alone in Berlin,IFC,"$33,125",5,"$8,869",2,1/13,2/12
490,Super Dark Times,Orch.,"$33,109",21,"$19,328",21,9/29,10/29
491,Spettacolo,Ghop,"$32,494",5,"$4,403",2,9/8,-
492,Brimstone and Glory,Osci.,"$32,059",8,"$2,125",1,10/27,-
493,Sidemen: Long Road to Glory,Abr.,"$31,399",6,"$6,120",1,8/18,9/24
494,Signature Move,Newcity,"$31,104",2,"$18,935",1,9/29,-
495,7 Witches,Indic.,"$31,100",4,"$1,875",1,4/21,6/25
496,XX (2017),Magn.,"$30,911",16,"$6,222",7,2/17,3/23
497,The Wound,KL,"$30,678",2,N/A,N/A,3/15,11/9
498,Dealt,IFC,"$30,414",10,"$4,293",1,10/20,11/19
499,No Greater Love,ADC,"$30,247",22,"$21,520",22,11/10,12/3
500,Nocturama,Ghop,"$30,157",90,"$5,402",3,8/11,-
Totals:,"$11,076,670,784",-,-,-,-,-
Averages:,"$15,257,122",-,-,-,-,-
501,In Pursuit of Silence,CGld,"$29,834",2,"$5,141",1,6/23,11/5
502,Uncertain,LucD.,"$29,736",6,N/A,N/A,3/6,-
503,Lemon,Magn.,"$29,258",13,"$5,957",2,8/18,10/5
504,False Confessions,BWP,"$29,245",3,"$7,361",2,7/14,-
505,Berlin Syndrome,VE,"$28,660",25,"$22,916",25,5/26,5/29
506,Wait For Your Laugh,Vita.,"$28,548",5,"$14,946",2,11/3,11/16
507,Ribbons,Indic.,"$27,959",5,"$5,715",5,9/22,11/23
508,Radio Dreams,Mats.,"$27,836",5,"$1,707",1,6/2,-
509,The Villainess,WGUSA,"$27,741",4,"$4,238",1,8/25,10/26
510,30 Years of Garbage: The Garbage Pail Kids Story,Indic.,"$27,739",2,"$5,030",2,8/11,2/1
511,The Untamed,Strand,"$27,593",8,"$2,718",1,7/21,10/19
512,Bronx Gothic,Ghop,"$27,151",4,"$4,696",1,7/14,-
513,Mali Blues,Icar.,"$26,950",5,N/A,N/A,2/13,-
514,The Daughter,KL,"$26,376",2,N/A,N/A,1/27,4/13
515,They Call Us Monsters,Mats.,"$26,080",8,N/A,N/A,1/9,2/16
516,The Old Dark House (2017 re-issue),Cohen,"$25,678",1,N/A,N/A,10/27,11/2
517,Saving Brinton,BOP,"$25,320",3,"$2,690",1,9/17,10/26
518,Moscow Never Sleeps,CAVU,"$25,306",6,N/A,N/A,6/19,-
519,The Lucky Man,Indic.,"$25,015",3,"$4,956",3,12/21,3/1
520,The Marseille Trilogy,Jan.,"$24,787",1,"$7,720",1,1/4,2/2
521,Paradise (2017) [Canada],CARUSEL,"$24,749",5,"$11,845",4,11/17,12/10
522,The Departure,Mats.,"$24,662",7,"$4,850",1,10/13,12/7
523,Naples '44,FRun,"$24,620",2,"$6,636",1,11/29,-
524,Jasmine,Indic.,"$24,248",3,"$8,358",3,6/16,8/31
525,Simple Creature,Indic.,"$23,918",3,"$3,006",3,8/5,10/15
526,"A Woman, a Part",Strand,"$23,562",3,"$5,869",1,3/22,6/15
527,For Ahkeem,Vita.,"$23,136",4,"$10,500",3,10/13,10/22
528,Finding Oscar,FR,"$23,116",16,"$2,365",1,4/14,5/18
529,The Grace of Jake,Indic.,"$23,078",2,"$4,784",2,2/3,5/11
530,The Recall,Free,"$22,943",31,"$6,570",7,6/2,6/22
531,My Scientology Movie,Magn.,"$22,936",6,"$11,180",2,3/10,4/13
532,Una,EF,"$22,815",7,"$6,120",1,10/6,10/29
533,Paradise Club,Indic.,"$22,381",3,"$1,758",2,9/8,11/16
534,The Transfiguration,Strand,"$22,091",8,"$4,605",1,4/7,8/3
535,Bending the Arc,Abr.,"$21,907",3,"$3,160",2,10/6,11/5
536,The Passion of Joan of Arc (2017 re-release),Jan.,"$21,877",1,"$6,408",1,11/24,12/7
537,The Girl Without Hands,GK,"$21,787",7,"$2,916",1,7/21,9/24
538,Trophy,Orch.,"$21,439",21,"$3,522",1,9/8,10/26
539,God Knows Where I Am,B360,"$21,135",6,N/A,N/A,3/31,5/11
540,Massacre on Aisle 12,Indic.,"$21,106",3,$967,1,1/27,5/11
541,A Beginner's Guide to Snuff,Indic.,"$21,031",3,"$5,204",3,6/23,8/31
542,Whisky Galore,Arrow,"$20,991",4,N/A,N/A,5/12,8/24
543,Man Underground,Indic.,"$20,907",5,"$2,194",3,7/14,9/21
544,All These Sleepless Nights,Orch.,"$20,762",5,N/A,3,4/7,5/18
545,The Blackcoat's Daughter,A24,"$20,435",26,"$12,402",26,3/31,4/13
546,RV: Resurrected Victims,WGUSA,"$20,374",11,"$10,589",11,10/20,11/2
547,Better Watch Out,WGUSA,"$20,369",25,"$12,569",25,10/6,10/26
548,Absolutely Anything,ADC,"$20,169",46,N/A,N/A,5/12,6/1
549,Man from Outerspace,Indic.,"$20,102",2,"$1,962",2,9/8,11/23
550,Heat and Dust (2017 re-release),Cohen,"$19,856",4,"$10,289",4,9/1,9/10
551,Trafficked,EpicPics,"$19,698",17,"$10,413",17,10/6,-
552,L'important C'est D'aimer (2017 Re-Release),Rialto,"$19,120",2,"$5,370",1,7/14,9/28
553,Carrie Pilby,Orch.,"$18,957",6,"$13,944",6,3/31,4/13
554,Bobbi Jene,Osci.,"$18,579",3,"$7,035",1,9/22,11/5
555,All The Rage: Saved by Sarno,TFC,"$18,489",1,"$9,765",1,6/23,7/9
556,Burden,Magn.,"$18,440",13,"$3,231",2,5/5,6/1
557,Glory (2017),FM,"$18,415",2,"$3,716",2,4/12,7/27
558,Clash,KL,"$18,215",1,N/A,N/A,3/11,9/21
559,Mansfield 66/67,FB,"$17,930",12,"$6,451",1,10/27,12/17
560,The Last Shaman,Abr.,"$17,844",4,"$6,799",1,5/12,6/8
561,Escapes,Ghop,"$17,778",4,"$1,339",1,7/28,-
562,Sacred,Argo.,"$17,740",4,"$4,149",1,5/5,7/9
563,Bad Grandmas,PDF,"$17,688",6,"$3,380",1,11/3,-
564,Harmonium,FM,"$17,191",4,"$3,453",1,6/16,9/14
565,Food Evolution,Abr.,"$17,181",3,"$2,851",1,6/23,8/3
566,Swim Team,Argo.,"$16,783",3,"$4,024",1,7/7,7/27
567,The Freedom to Marry,Argo.,"$16,611",3,"$6,142",1,3/3,4/20
568,Brave New Jersey,Grav.,"$16,544",14,"$13,437",14,8/4,-
569,Mission Control: The Unsung Heroes of Apollo,INDEP,"$16,405",15,N/A,N/A,4/14,4/20
570,Ichi The Killer (2017 re-release),WGUSA,"$16,189",3,"$2,750",1,11/10,-
571,Song of Granite,Osci.,"$16,182",7,"$3,096",1,11/15,-
572,All the Queen's Horses,Argo.,"$16,172",1,"$6,573",1,11/10,11/23
573,Kills on Wheels,KL,"$15,898",1,$380,1,10/20,11/23
574,Contemporary Color,Osci.,"$15,305",5,"$1,451",1,3/1,4/27
575,SHOT! The Psycho-Spiritual Mantra of Rock,Magn.,"$15,157",2,"$6,694",2,4/7,4/27
576,Porto,KL,"$15,126",2,"$2,090",1,11/17,2/15
577,Rebels on Pointe,Icar.,"$15,088",3,"$3,270",2,11/15,12/17
578,Paradise (2017),FM,"$14,873",3,"$2,401",1,10/6,12/14
579,Vince Giordano: There's a Future in the Past,FRun,"$14,807",1,"$6,285",1,1/13,-
580,The Farthest,Abr.,"$14,773",2,"$6,900",2,8/11,8/24
581,Last Men in Aleppo,Ghop,"$14,637",5,"$1,505",1,5/5,-
582,Antarctica: Ice & Sky,MBox,"$14,475",5,N/A,N/A,1/20,2/23
583,Brotherhood of Blades 2: The Infernal Battlefield,WGUSA,"$14,204",2,"$5,296",2,12/1,12/21
584,Abracadabra,Sony,"$13,975",10,"$1,942",10,9/15,12/7
585,Time to Die,FM,"$13,707",3,"$3,411",1,9/15,12/7
586,After Love,Distrib.,"$13,693",5,$810,1,8/9,9/28
587,Red Trees,Cohen,"$13,666",9,"$10,180",9,9/15,9/21
588,Legend of the Naga Pearls,WGUSA,"$13,588",4,"$5,122",4,8/25,9/7
589,Shadowman,FM,"$13,498",4,"$4,113",1,12/1,-
590,Charged,Gathr,"$13,484",3,N/A,N/A,10/4,11/30
591,Intent to Destroy,Abr.,"$13,194",3,"$8,699",3,11/10,11/19
592,Taipei Story (2017 re-release),Jan.,"$12,897",1,"$7,333",1,3/17,3/23
593,Permanent,Magn.,"$12,847",8,"$5,722",8,12/15,-
594,Junction 48,Orch.,"$12,795",2,"$5,516",2,3/3,3/16
595,In Search of Fellini,AMBI,"$12,772",3,"$10,796",3,9/15,-
596,Heal (2017),Pala.,"$12,668",1,"$12,668",1,10/20,10/22
597,Blind,VE,"$12,522",14,"$12,522",14,7/14,-
598,Felicite,Strand,"$12,433",5,"$1,713",1,10/27,-
599,Seven Beauties (2017 re-release),KL,"$12,408",2,"$1,536",1,4/14,6/15
600,4 Days in France,CGld,"$12,273",2,"$3,728",1,8/4,-
Totals:,"$11,076,670,784",-,-,-,-,-
Averages:,"$15,257,122",-,-,-,-,-
601,Staying Vertical,Strand,"$12,158",4,"$4,240",4,1/20,4/27
602,Dead Awake (2017),FR,"$11,528",12,"$8,834",12,5/12,5/18
603,Beside Bowie: The Mick Ronson Story,PDF,"$11,400",2,"$2,100",1,8/25,9/10
604,Saigon Bodyguards,CJ,"$11,314",2,"$2,252",1,2/3,3/19
605,The Pathological Optimist,TFA,"$11,222",2,"$5,946",1,9/29,10/8
606,Ugetsu (2017 re-release),Jan.,"$11,197",1,"$6,154",1,3/1,-
607,Sweet Virginia,IFC,"$11,089",8,"$5,183",1,11/17,12/7
608,The Challenge (2017),KL,"$11,043",5,"$2,171",1,9/8,12/14
609,Lovesong,Strand,"$10,626",3,"$1,718",1,2/17,4/27
610,Clarence (2017),Indic.,"$10,495",2,"$5,004",2,9/1,9/21
611,Painted Woman,Amor,"$10,298",4,N/A,N/A,11/10,12/17
612,Amelia 2.0,TriCoast,"$10,233",1,"$7,836",1,8/4,8/10
613,The Sunshine Makers,FR,"$10,042",7,"$1,874",1,1/20,2/9
614,Pelle the Conqueror (2017 re-release),FM,"$9,757",4,"$1,676",1,2/24,5/4
615,Machines,KL,"$9,710",1,"$2,838",1,8/9,11/19
616,Thirst Street,Gold.,"$9,129",3,"$1,737",1,9/22,11/23
617,Lycan,PDF,"$9,110",5,"$4,970",5,8/18,-
618,The Eyes,PDF,"$9,104",3,"$2,075",1,4/7,6/25
619,Julian Schnabel: A Private Portrait,Cohen,"$9,103",1,N/A,N/A,5/5,6/8
620,Amnesia,FM,"$8,700",2,"$1,202",1,7/21,8/17
621,Maigret Sets a Trap (2017 re-release),KL,"$8,528",1,"$2,556",1,10/20,11/16
622,We Are the Flesh,Arrow,"$8,438",3,$835,3,1/13,2/26
623,Gilbert,SD,"$8,362",1,"$8,362",1,11/3,11/5
624,Natasha,Men.,"$8,325",1,"$8,325",1,4/28,4/30
625,Mr. Chibbs,Abr.,"$8,302",1,"$3,163",1,5/3,5/25
626,Served Like a Girl,ENTMP,"$8,290",8,"$1,844",4,8/25,9/21
627,Anatahan (2017 re-release),KL,"$8,171",1,N/A,N/A,2/3,5/4
628,From Nowhere,FR,"$8,109",2,"$5,408",2,2/17,2/23
629,Swept Away (2017 re-release),KL,"$7,876",2,"$1,011",1,4/14,6/15
630,The Ballad of Lefty Brown,A24,"$7,856",2,"$5,559",2,12/15,12/21
631,Overdrive,VE,"$7,793",20,"$4,797",20,10/6,10/12
632,Maurizio Cattelan: Be Right Back,B360,"$7,706",2,N/A,N/A,4/14,4/27
633,The Wrong Light,CGld,"$7,553",1,"$5,429",1,7/14,-
634,Birthright: A War Story,Abr.,"$7,519",1,"$3,006",1,7/14,8/3
635,Frank Serpico,IFC,"$7,489",6,"$2,283",1,11/1,11/19
636,Big Time,Abr.,"$7,347",2,"$7,347",2,12/1,12/3
637,Another WolfCop,PDF,"$7,285",6,"$5,890",6,12/1,-
638,The Jazz Funeral,Indic.,"$7,103",2,"$3,792",2,3/10,3/23
639,The Dark Below,PDF,"$7,095",3,"$1,526",1,3/10,4/30
640,A Kind of Loving (2017 re-release),Rialto,"$6,912",1,"$3,278",1,4/7,4/13
641,Footnotes,MR,"$6,660",2,"$5,900",1,7/14,7/20
642,Suntan,Strand,"$6,643",1,"$1,629",1,3/10,6/1
643,The Persian Connection,Gold.,"$6,634",1,"$6,634",1,7/14,-
644,Elizabeth Blue,Global Digit,"$6,542",10,"$2,948",10,9/22,10/10
645,Scum (2017 re-release),KL,"$6,461",1,"$1,948",1,6/16,7/13
646,Last Rampage,EpicPics,"$6,294",18,"$3,054",18,9/22,10/5
647,Inseparables,FM,"$6,258",1,N/A,N/A,10/15,-
648,The Skyjacker's Tale,Strand,"$6,253",2,"$1,097",1,6/30,9/21
649,In the Steps of Trisha Brown,Icar.,"$6,230",4,"$1,232",1,2/7,-
650,Arise from Darkness,Indic.,"$6,112",1,N/A,N/A,1/6,2/16
651,The Fuzz,Indic.,"$6,067",2,"$2,236",2,7/21,8/17
652,On Wings of Eagles,AD,"$5,975",10,N/A,N/A,11/3,11/9
653,Tad the Lost Explorer and the Secret of King Midas,ParC,"$5,874",100,"$4,028",100,12/1,-
654,The Work,Orch.,"$5,853",2,"$3,286",2,10/27,11/2
655,The Vault,FR,"$5,728",11,"$4,308",11,9/1,9/7
656,Trespass Against Us,A24,"$5,711",20,"$1,620",20,1/20,2/16
657,The Ardennes,FM,"$5,638",6,$840,1,1/6,3/2
658,La Chinoise (2017 re-release),KL,"$5,631",1,"$2,340",1,7/21,7/30
659,No culpes al karma,Sony,"$5,614",10,"$3,660",10,3/24,4/2
660,Oro,Sony,"$5,539",10,"$2,571",10,12/1,12/17
661,Icaros: A Vision,Factory,"$5,510",1,"$5,510",1,5/19,5/21
662,The Reagan Show,Grav.,"$5,500",2,"$5,500",2,6/30,-
663,Man From Earth: Holocene,PDF,"$5,472",2,"$3,100",2,10/13,11/26
664,Reset,FR,"$5,454",2,"$2,198",2,1/13,2/9
665,Bad Lucky Goat,FM,"$5,088",4,$170,3,10/13,-
666,Company Town,FRun,"$4,934",1,"$2,150",1,9/8,-
667,Starless Dreams,CGld,"$4,776",2,$707,1,1/20,7/2
668,Shot,Pala.,"$4,701",10,N/A,N/A,9/22,9/28
